Time  	SD13L:
10:52:27 516	
10:52:28 516	
10:52:29 514	
10:52:30 516	
10:52:31 516	
10:52:32 511	
10:52:33 507	
10:52:34 505	
10:52:35 507	
10:52:36 507	
10:52:37 509	
10:52:38 510	
10:52:39 509	
10:52:40 507	
10:52:41 505	
10:52:42 503	
10:52:43 502	
10:52:44 503	
10:52:45 503	
10:52:46 505	
10:52:47 506	
10:52:48 507	
10:52:49 510	
10:52:50 510	
10:52:52 508	
10:52:53 507	
10:52:54 507	
10:52:55 505	
10:52:56 502	
10:52:57 502	
10:52:58 502	
10:52:59 502	
10:53:00 502	
10:53:01 502	
10:53:02 501	
10:53:03 500	
10:53:04 500	
10:53:05 498	
10:53:06 498	
10:53:07 498	
10:53:08 497	
10:53:09 498	
10:53:10 499	
10:53:11 499	
10:53:12 506	
10:53:13 508	
10:53:14 506	
10:53:15 507	
10:53:17 503	
10:53:18 499	
10:53:19 499	
10:53:20 499	
10:53:21 499	
10:53:22 499	
10:53:23 502	
10:53:24 506	
10:53:25 504	
10:53:26 510	
10:53:27 516	
10:53:28 519	
10:53:29 520	
10:53:30 521	
10:53:31 520	
10:53:32 520	
10:53:33 521	
10:53:34 520	
10:53:35 520	
10:53:36 520	
10:53:37 520	
10:53:38 520	
10:53:39 520	
10:53:41 519	
10:53:42 519	
10:53:43 519	
10:53:44 518	
10:53:45 513	
10:53:46 514	
10:53:47 516	
10:53:48 516	
10:53:49 519	
10:53:50 521	
10:53:51 520	
10:53:52 518	
10:53:53 517	
10:53:54 516	
10:53:55 513	
10:53:56 511	
10:53:57 511	
10:53:58 511	
10:53:59 511	
10:54:00 511	
10:54:01 511	
10:54:02 511	
10:54:03 512	
10:54:04 513	
10:54:05 513	
10:54:07 513	
10:54:08 512	
10:54:09 511	
10:54:10 511	
10:54:11 514	
10:54:12 517	
10:54:13 520	
10:54:14 522	
10:54:15 522	
10:54:16 521	
10:54:17 521	
10:54:18 520	
10:54:19 519	
10:54:20 519	
10:54:21 516	
10:54:22 513	
10:54:23 512	
10:54:24 511	
10:54:25 511	
10:54:26 511	
10:54:27 511	
10:54:28 513	
10:54:29 521	
10:54:30 524	
10:54:32 524	
10:54:33 525	
10:54:34 525	
10:54:35 525	
10:54:36 525	
10:54:37 526	
10:54:38 525	
10:54:39 527	
10:54:40 527	
10:54:41 528	
10:54:42 528	
10:54:43 528	
10:54:44 528	
10:54:45 528	
10:54:46 528	
10:54:47 528	
10:54:48 528	
10:54:49 528	
10:54:50 528	
10:54:51 528	
10:54:52 528	
10:54:53 528	
10:54:54 527	
10:54:55 525	
10:54:56 518	
10:54:58 513	
10:54:59 513	
